token	lemma	pos	msd	msd_morph	msd_mode	msd_temps	msd_pers	msd_nomb	msd_genre	msd_cas
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
preſent	présent	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
vn	un	PROind	MORPH=empty	MORPH=empty						
oy	ouïr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
quia	quia	PROcar	NOMB.=s					NOMB.=s		
tous	tout	DETind	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
traits	trait	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
cette	ce	DETdem	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
vet	vêt	NOMcom	MODE=ind|TEMPS=psp|NOMB.=s		MODE=ind	TEMPS=psp		NOMB.=s		
,	,	PONfbl	MORPH=empty	MORPH=empty						
n	n	ADVgen	MORPH=empty	MORPH=empty						
aye	avoir	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
admisauminiſtere	admisauministère	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
vn	un	ADVgen	NOMB.=s					NOMB.=s		
homme	homme	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſans	sans	PRE	MORPH=empty	MORPH=empty						
religion	religion	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
&	et	CONcoo	MORPH=empty	MORPH=empty						
lans	lan	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
pieteé	piéter	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n				PERS.=1	NOMB.=s	GENRE=m	CAS=n
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
dis	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=1	NOMB.=s		
rien	rien	PROind	NOMB.=s					NOMB.=s		
en	en	PRE	MORPH=empty	MORPH=empty						
cela	cela	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
ſoit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s		MODE=sub	TEMPS=pst	PERS.=3	NOMB.=s		
ſçeu	savoir	VERppe	GENRE=m						GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
tout	tout	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
nondes	nonde	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
&	et	CONcoo	MORPH=empty	MORPH=empty						
publiéput	publier	ADVgen	MORPH=empty	MORPH=empty						
tout	tout	ADVgen	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ouil	ouil	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
y	y	PROadv	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
des	un	DETndf	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
ames	âme	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
ſoient	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
capables	capable	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
quelque	quelque	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
lentimentde	lentimentde	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
pier	pier	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
Penſe	penser	NOMpro	NOMB.=s					NOMB.=s		
pouuoir	pouvoir	VERinf	MORPH=empty	MORPH=empty						
dire	dire	VERinf	MORPH=empty	MORPH=empty						
iey	jei	ADVgen	MORPH=empty	MORPH=empty						
auee	avoir	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
hardieſe	hardiese	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
qu’	que	CONsub	MORPH=empty	MORPH=empty						
ilny	ilny	ADVgen	MORPH=empty	MORPH=empty						
en	en	ADVgen	MORPH=empty	MORPH=empty						
apus	appus	PRE	NOMB.=p					NOMB.=p		
vn	un	PROind	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
ceun	ceun	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
neſme	nême	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
quiſont	quisont	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p		MODE=ind	TEMPS=ipf	PERS.=3	NOMB.=p		
aachei	@unknown	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
aſa	@latin	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
foune	foune	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
pat	@latin	VERcjg	TEMPS=psp|NOMB.=s			TEMPS=psp		NOMB.=s		
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f				PERS.=3	NOMB.=s	GENRE=f	
propre	propre	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
inrere	@latin	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſt	saint	ADVgen	NOMB.=s					NOMB.=s		
qui	@latin	PROrel	MORPH=empty	MORPH=empty						
oſaſ	oser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
conmredin	conmadinin	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
cce	cce	DETpos	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
veriré	@latin	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
etaut	@latin	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
done	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
pasauouer	pasauouer	VERinf	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
cea	@latin	PROper	PERS.=3|NOMB.=s				PERS.=3	NOMB.=s		
failircomreroue	faillircomeuroue	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſore	sorer	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
nmnimes	netimes	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
d’	de	PRE	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
pro	@latin	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
he	hé	ADVgen	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
dn	de	PONfbl	MORPH=empty	MORPH=empty						
ieune	jeune	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
o	o	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
&	et	CONcoo	MORPH=empty	MORPH=empty						
e	e	PRE	MORPH=empty	MORPH=empty						
verueux	verueux	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
des	de_le	PRE.DETdef	NOMB.=p					NOMB.=p		
p	p	NOMcom	NOMB.=s					NOMB.=s		
ſonnes	sonne	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
d	d	PONfbl	MORPH=empty	MORPH=empty						
.	.	PONfrt	MORPH=empty	MORPH=empty						
ere	ère|erre	VERcjg	MODE=sub|TEMPS=pst|NOMB.=s		MODE=sub	TEMPS=pst		NOMB.=s		
laure	laure	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
&	et	CONcoo	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
ſi	si	CONsub	MORPH=empty	MORPH=empty						
nuſtre	nutre	DETpos	PERS.=2|NOMB.=s|GENRE=f				PERS.=2	NOMB.=s	GENRE=f	
esnl	esnl	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
p	post	NOMcom	NOMB.=s					NOMB.=s		
dne	de	PRE	MORPH=empty	MORPH=empty						
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
lois	loi	VERcjg	NOMB.=s					NOMB.=s		
peſeue	peseu	VERppe	NOMB.=s					NOMB.=s		
put	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
vne	un	DETndf	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
gnee	gnée	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſpeiale	speiale	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
i	i	NOMpro	NOMB.=s					NOMB.=s		
ſeroit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s		MODE=con		PERS.=3	NOMB.=s		
aindte	aindre	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
&	et	CONcoo	MORPH=empty	MORPH=empty						
pour	pour	PRE	MORPH=empty	MORPH=empty						
ly	li	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r				PERS.=1	NOMB.=s	GENRE=m	CAS=r
&	et	CONcoo	MORPH=empty	MORPH=empty						
pout	pouvoir	ADVgen	NOMB.=s					NOMB.=s		
nous	nous	PROper	PERS.=1|NOMB.=p				PERS.=1	NOMB.=p		
,	,	PONfbl	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
ſ	s	NOMcom	MORPH=empty	MORPH=empty						
per	@latin	VERinf	MORPH=empty	MORPH=empty						
poau	poau	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
uinſtres	@latin	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
coromp	@latin	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s		MODE=ind	TEMPS=psp	PERS.=3	NOMB.=s		
ſeu	savoir	ADVgen	MORPH=empty	MORPH=empty						
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m				PERS.=3	NOMB.=s	GENRE=m	
ſpni	spi	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
Quanta	quanta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s		MODE=ind	TEMPS=psp	PERS.=3	NOMB.=s		
moy	je	PROper	PERS.=1|NOMB.=s|CAS=i				PERS.=1	NOMB.=s		CAS=i
ie	je	PROper	PERS.=1|NOMB.=s				PERS.=1	NOMB.=s		
ſuis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=1	NOMB.=s		
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſenimient	senimier	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
celuy	celui	PROdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
dits	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=1	NOMB.=s		
que	que	CONsub	MORPH=empty	MORPH=empty						
la	il	PROper	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
perd	perdre	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
uſtee	uter	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
magnanimie	magnanimie	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
rois	roi	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
pardes	parde	VERppe	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
lame	lame	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
d’	de	PRE	MORPH=empty	MORPH=empty						
vn	un	DETndf	NOMB.=s					NOMB.=s		
tſlt	tôt	PROper	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
n	n	ADVgen	MORPH=empty	MORPH=empty						
aueune	aveuner	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
ſes	son	DETpos	PERS.=3|NOMB.=p|GENRE=f				PERS.=3	NOMB.=p	GENRE=f	
vertus	vertu	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
ſi	si	CONsub	MORPH=empty	MORPH=empty						
ie	je	PROper	NOMB.=s					NOMB.=s		
e	e	PONpga	MORPH=empty	MORPH=empty						
enuionoi	envionoi	VERcjg	TEMPS=ipf|PERS.=1|NOMB.=s			TEMPS=ipf	PERS.=1	NOMB.=s		
de	de	PRE	MORPH=empty	MORPH=empty						
rtombor	@latin	VERinf	MORPH=empty	MORPH=empty						
en	en	ADVgen	MORPH=empty	MORPH=empty						
des	un	DETndf	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
redite	rédite	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
ie	je	PROper	PERS.=3|NOMB.=s				PERS.=3	NOMB.=s		
pourois	pouvoir	VERcjg	MODE=con|PERS.=1|NOMB.=s		MODE=con		PERS.=1	NOMB.=s		
ler	laisser	PROper	CAS=i							CAS=i
quelque	quelque	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
chole	chole	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f				PERS.=3	NOMB.=s	GENRE=f	
vie	vie	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
infane	infant	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
;	;	PONfbl	MORPH=empty	MORPH=empty						
mais	mais	CONcoo	MORPH=empty	MORPH=empty						
cerre	cerre	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
.	.	PONfrt	MORPH=empty	MORPH=empty						
B	b	INJ	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r					NOMB.=s	GENRE=f	CAS=r
¬	è	ADVneg	MORPH=empty	MORPH=empty						
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
ſi	si	ADVgen	MORPH=empty	MORPH=empty						
connuë	connaître	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
on	on	PROind	PERS.=3|NOMB.=s|CAS=n				PERS.=3	NOMB.=s		CAS=n
en	en	PROadv	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
fait	faire	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
tant	tant	ADVgen	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
portraits	portrait	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
ce	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
ſeroit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s		MODE=con		PERS.=3	NOMB.=s		
que	que	CONsub	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
meſme	même	ADJind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
tableau	tableau	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ou	ou	CONcoo	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
leules	leule	ADJind	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
couleurs	couleur	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
ſeroient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p		MODE=ind	TEMPS=ipf	PERS.=3	NOMB.=p		
differentes	différent	ADJqua	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Ce	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
ſeroit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s		MODE=con		PERS.=3	NOMB.=s		
apres	après	PRE	MORPH=empty	MORPH=empty						
tout	tout	PROind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qu’	que	CONsub	MORPH=empty	MORPH=empty						
vn	un	ADVgen	NOMB.=s					NOMB.=s		
tableau	tableau	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
vices	vice	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
plus	plus	ADVgen	MORPH=empty	MORPH=empty						
inſeames	inseame	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
dot	dot	PROrel	MORPH=empty	MORPH=empty						
tu	tu	PROper	PERS.=2|NOMB.=s|CAS=n				PERS.=2	NOMB.=s		CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|CAS=r				PERS.=2	NOMB.=s		CAS=r
noirey	noire	VERcjg	PERS.=2|NOMB.=s				PERS.=2	NOMB.=s		
àla	aile	NOMcom	NOMB.=s					NOMB.=s		
veue	voir	PROper	NOMB.=s					NOMB.=s		
&	et	CONcoo	MORPH=empty	MORPH=empty						
aulseu	aulseu	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
e	e	PRE	MORPH=empty	MORPH=empty						
toures	tour	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
nations	nation	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n				PERS.=0	NOMB.=s	GENRE=n	CAS=n
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
que	que	CONsub	MORPH=empty	MORPH=empty						
cete	ce	PROdem	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſeule	seule	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
einnre	éinnre	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
pour	pour	PRE	MORPH=empty	MORPH=empty						
endrele	endrele	VERcjg	NOMB.=s					NOMB.=s		
oe	oe	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
odeui	odeui	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ene	en	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
neſne	nesne	VERcjg	MODE=ind|PERS.=3|NOMB.=s		MODE=ind		PERS.=3	NOMB.=s		
quenſeonr	quenseon	VERinf	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
pumle	pumle	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
plu	plaire	VERppe	NOMB.=s					NOMB.=s		
reles	relet|rélet|rêle	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
l	le	DETdef	NOMB.=s					NOMB.=s		
os	os	VERcjg	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
lo	lo	PROper	NOMB.=s|GENRE=m|CAS=r					NOMB.=s	GENRE=m	CAS=r
lent	lent	VERcjg	PERS.=3|NOMB.=p|GENRE=m				PERS.=3	NOMB.=p	GENRE=m	
que	que	PROrel	MORPH=empty	MORPH=empty						
ce	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s		MODE=ind	TEMPS=psp	PERS.=3	NOMB.=s		
vn	un	PROind	NOMB.=s					NOMB.=s		
des	de_le	DETndf	NOMB.=p					NOMB.=p		
artiſhees	artishe	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
d’	de	PRE	MORPH=empty	MORPH=empty						
vn	un	ADVgen	NOMB.=s					NOMB.=s		
bon	bon	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
Pelat	pelat	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
leandre	léandre	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
pour	pour	PRE	MORPH=empty	MORPH=empty						
faire	faire	VERinf	MORPH=empty	MORPH=empty						
conceuoir	concevoir	VERinf	MORPH=empty	MORPH=empty						
à	avoir	VERcjg	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſe	se	PROper	PERS.=3				PERS.=3			
peue	peuer	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s			TEMPS=pst	PERS.=3	NOMB.=s		
de	de	PRE	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
laine	laine	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
donure	donurer	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
vne	un	DETndf	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
llole	llole	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n
nmoniſtrueule	nonistrueule	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
onmmendat	onmoendat	VERcjg	TEMPS=psp|PERS.=3|NOMB.=s			TEMPS=psp	PERS.=3	NOMB.=s		
qu’	que	CONsub	MORPH=empty	MORPH=empty						
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s		MODE=ind	TEMPS=psp	PERS.=3	NOMB.=s		
expoſée	exposer	VERppe	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
publie	publie	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
;	;	PONfbl	MORPH=empty	MORPH=empty						
mais	mais	CONcoo	MORPH=empty	MORPH=empty						
e	e	PRE	MORPH=empty	MORPH=empty						
ſaroit	sarer	VERcjg	MODE=con|PERS.=3|NOMB.=s		MODE=con		PERS.=3	NOMB.=s		
vn	un	ADVgen	NOMB.=s					NOMB.=s		
trauail	travail	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
inutile	inutile	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
:	:	PONfbl	MORPH=empty	MORPH=empty						
tes	ton	DETpos	PERS.=2|NOMB.=p|GENRE=m				PERS.=2	NOMB.=p	GENRE=m	
vices	vice	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
ſont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
connus	connaître	VERppe	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
e	e	NOMpro	MORPH=empty	MORPH=empty						
,	,	PONfbl	MORPH=empty	MORPH=empty						
vices	vice	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
ſont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
publiez	publier	VERppe	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
l’	le	DETdef	NOMB.=s					NOMB.=s		
on	on	PROind	PERS.=3|NOMB.=s|CAS=n				PERS.=3	NOMB.=s		CAS=n
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
dire	dire	VERinf	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
tes	ton	DETpos	PERS.=2|NOMB.=p|GENRE=m				PERS.=2	NOMB.=p	GENRE=m	
Peintres	peintre	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
n’	ne	ADVneg	MORPH=empty	MORPH=empty						
